advocacy_scope,specification,cycle,district_id,race_name,is_senate,pro_dem_usd,pro_rep_usd,net_pro_dem_musd,total_directional_musd,residual_pp,actual_margin
express,race_matched,2022,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,241601.36,10000.0,0.231601,0.251601,-1.61,3.53
express,race_matched,2022,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,0.0,102750.88,-0.102751,0.102751,-6.16,6.63
express,race_matched,2022,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,-0.97,24.13
express,race_matched,2024,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,152.98,0.0,0.000153,0.000153,3.95,38.55
express,race_matched,2024,ld02,LEGISLATIVE DISTRICT 2 - STATE SENATOR,1,120.4,1350.68,-0.00123,0.001471,1.8,-26.23
express,race_matched,2024,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,856.61,0.0,0.000857,0.000857,-0.96,17.58
express,race_matched,2024,ld04,LEGISLATIVE DISTRICT 4 - STATE SENATOR,1,856.61,324.64,0.000532,0.001181,1.99,-28.8
express,race_matched,2024,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,856.61,228.98,0.000628,0.001086,-3.39,-24.73
express,race_matched,2024,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 2,0,954.35,484.22,0.00047,0.001439,2.05,-41.64
express,race_matched,2024,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 2,0,300.97,2881.97,-0.002581,0.003183,-3.78,-41.02
express,race_matched,2024,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,856.61,603.26,0.000253,0.00146,1.43,-29.86
express,race_matched,2024,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,152.98,63959.06,-0.063806,0.064112,0.72,6.54
express,race_matched,2024,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,954.35,648.53,0.000306,0.001603,10.32,-6.62
express,race_matched,2024,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,8768.87,46912.21,-0.038143,0.055681,9.67,-8.28
express,race_matched,2024,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,921.77,120.55,0.000801,0.001042,1.27,-29.01
express,race_matched,2024,ld17,LEGISLATIVE DISTRICT 17 - STATE SENATOR,1,744020.74,48246.65,0.695774,0.792267,3.91,-2.34
express,race_matched,2024,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,120.4,23785.83,-0.023665,0.023906,-1.51,-11.43
express,race_matched,2024,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,283.32,230.43,5.3e-05,0.000514,2.31,-20.12
express,race_matched,2024,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,1945.4,0.0,0.001945,0.001945,-0.34,33.71
express,race_matched,2024,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,0.64,26.09
express,race_matched,2024,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,20532.12,0.0,0.020532,0.020532,-3.04,10.07
express,race_matched,2024,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,120.4,1333.29,-0.001213,0.001454,3.13,-11.88
express,race_matched,2024,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,18361.33,23321.69,-0.00496,0.041683,3.73,3.66
express,race_matched,2024,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,1337.07,0.0,0.001337,0.001337,1.07,43.55
express,race_matched,2024,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,120.4,1663.86,-0.001543,0.001784,-0.08,17.04
express,race_matched,2024,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,0.89,12.44
express,race_matched,2024,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,120.4,1825.0,-0.001705,0.001945,-1.8,-27.38
express,race_matched,2024,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,3.91,48.57
express,race_matched,2024,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 2,0,120.4,1127.66,-0.001007,0.001248,0.64,-17.31
express,race_matched,2024,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 2,0,120.4,0.0,0.00012,0.00012,-0.34,19.11
express,race_matched,2024,ld39,LEGISLATIVE DISTRICT 39 - STATE SENATOR,1,120.4,394.48,-0.000274,0.000515,2.31,-21.22
express,race_matched,2024,ld40,LEGISLATIVE DISTRICT 40 - STATE SENATOR,1,856.61,0.0,0.000857,0.000857,1.34,39.33
express,race_matched,2024,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,27494.54,0.0,0.027495,0.027495,3.61,10.8
express,race_matched,2024,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 2,0,120.4,0.0,0.00012,0.00012,-0.08,15.28
express,race_matched,2024,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,1.95,27.21
