advocacy_scope,specification,cycle,district_id,race_name,is_senate,pro_dem_usd,pro_rep_usd,net_pro_dem_musd,total_directional_musd,residual_pp,actual_margin
all,district_aggregate,2018,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,1749.66,0.0,0.00175,0.00175,-2.12,36.0
all,district_aggregate,2018,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 1,0,395.91,0.0,0.000396,0.000396,-2.26,-18.34
all,district_aggregate,2018,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,11485.74,377.52,0.011108,0.011863,-0.1,28.31
all,district_aggregate,2018,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,940.81,0.0,0.000941,0.000941,0.87,-15.48
all,district_aggregate,2018,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,99257.5,71333.77,0.027924,0.170591,-0.97,-6.91
all,district_aggregate,2018,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,1996.6,729.21,0.001267,0.002726,-4.81,-36.76
all,district_aggregate,2018,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 1,0,593.88,0.0,0.000594,0.000594,-7.12,-30.56
all,district_aggregate,2018,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,1336.73,10044.0,-0.008707,0.011381,-5.07,-28.16
all,district_aggregate,2018,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,170873.88,66928.56,0.103945,0.237802,0.38,-4.32
all,district_aggregate,2018,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 2,0,7282.42,486.12,0.006796,0.007769,-7.17,-27.6
all,district_aggregate,2018,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,103053.64,0.0,0.103054,0.103054,-8.27,-42.68
all,district_aggregate,2018,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,1336.73,0.0,0.001337,0.001337,-1.27,-17.49
all,district_aggregate,2018,ld15,LEGISLATIVE DISTRICT 15 - STATE REPRESENTATIVE POS. 1,0,1006.81,15000.0,-0.013993,0.016007,-4.84,-19.42
all,district_aggregate,2018,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,5836.73,5727.65,0.000109,0.011564,-4.18,-25.17
all,district_aggregate,2018,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,220247.37,26504.76,0.193743,0.246752,2.94,-1.3
all,district_aggregate,2018,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,10697.49,53446.96,-0.042749,0.064144,-0.12,-11.12
all,district_aggregate,2018,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,392796.74,186045.86,0.206751,0.578843,-7.96,-0.97
all,district_aggregate,2018,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,791.83,0.0,0.000792,0.000792,-0.58,-24.04
all,district_aggregate,2018,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,1630.11,0.0,0.00163,0.00163,-6.79,31.52
all,district_aggregate,2018,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,659.86,24152.75,-0.023493,0.024813,-9.1,16.01
all,district_aggregate,2018,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,112396.65,303856.49,-0.19146,0.416253,-1.34,-1.12
all,district_aggregate,2018,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,1010880.9,1344737.0,-0.333856,2.355618,-1.72,-3.74
all,district_aggregate,2018,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,804.2,0.0,0.000804,0.000804,-5.8,42.46
all,district_aggregate,2018,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,365189.53,19438.86,0.345751,0.384628,-6.8,5.64
all,district_aggregate,2018,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,9380.96,78178.29,-0.068797,0.087559,-8.11,22.23
all,district_aggregate,2018,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,749788.6,978566.34,-0.228778,1.728355,2.9,6.26
all,district_aggregate,2018,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,1768.65,0.0,0.001769,0.001769,-5.49,-19.39
all,district_aggregate,2018,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,103770.61,82057.67,0.021713,0.185828,-6.81,39.46
all,district_aggregate,2018,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,121503.97,37172.21,0.084332,0.158676,-5.75,-15.47
all,district_aggregate,2018,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 1,0,1600.66,28213.91,-0.026613,0.029815,-2.8,-13.21
all,district_aggregate,2018,ld40,LEGISLATIVE DISTRICT 40 - STATE REPRESENTATIVE POS. 1,0,24677.31,211.2,0.024466,0.024889,-3.54,34.23
all,district_aggregate,2018,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,887138.43,291539.98,0.595598,1.178678,-0.43,-0.11
all,district_aggregate,2018,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,172388.02,209536.86,-0.037149,0.381925,2.18,14.07
all,district_aggregate,2020,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,1108.5,0.0,0.001108,0.001108,0.28,32.96
all,district_aggregate,2020,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 2,0,436.51,0.0,0.000437,0.000437,-3.36,-31.41
all,district_aggregate,2020,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,1409.01,186.95,0.001222,0.001596,-1.49,21.15
all,district_aggregate,2020,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,22009.01,560.85,0.021448,0.02257,3.46,-20.79
all,district_aggregate,2020,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,939.34,18697.42,-0.017758,0.019637,-0.8,-3.95
all,district_aggregate,2020,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,593.3,373.9,0.000219,0.000967,-3.94,-43.9
all,district_aggregate,2020,ld09,LEGISLATIVE DISTRICT 9 - STATE SENATOR,1,41.47,1804.6,-0.001763,0.001846,-1.2,-31.37
all,district_aggregate,2020,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,1699310.85,1532750.37,0.16656,3.232061,-3.26,-0.98
all,district_aggregate,2020,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,462.48,2705.71,-0.002243,0.003168,3.16,-20.87
all,district_aggregate,2020,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,462.35,373.9,8.8e-05,0.000836,-2.83,-42.81
all,district_aggregate,2020,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,821.01,3074.79,-0.002254,0.003896,2.52,-19.32
all,district_aggregate,2020,ld15,"LEGISLATIVE DISTRICT 15 - REPRESENTATIVE, POSITION 2",0,369.62,0.0,0.00037,0.00037,2.63,-18.27
all,district_aggregate,2020,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,135559.55,102526.36,0.033033,0.238086,-0.28,-27.24
all,district_aggregate,2020,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,437997.66,32632.58,0.405365,0.47063,-0.12,-2.16
all,district_aggregate,2020,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,12378.83,180658.52,-0.16828,0.193037,-2.2,-22.51
all,district_aggregate,2020,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,812534.28,576826.21,0.235708,1.38936,-10.88,-18.77
all,district_aggregate,2020,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,563.54,1715.72,-0.001152,0.002279,-4.96,-41.67
all,district_aggregate,2020,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,4492.24,0.0,0.004492,0.004492,-0.41,29.25
all,district_aggregate,2020,ld22,LEGISLATIVE DISTRICT 22 - STATE REPRESENTATIVE POS. 1,0,957.43,0.0,0.000957,0.000957,-2.58,33.19
all,district_aggregate,2020,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,956.7,0.0,0.000957,0.000957,-2.89,23.94
all,district_aggregate,2020,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,56838.69,50198.22,0.00664,0.107037,-2.76,8.42
all,district_aggregate,2020,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,276814.9,390625.78,-0.113811,0.667441,0.65,-6.92
all,district_aggregate,2020,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,538759.81,105744.94,0.433015,0.644505,-1.22,-5.67
all,district_aggregate,2020,ld27,LEGISLATIVE DISTRICT 27 - STATE SENATOR,1,9223.27,0.0,0.009223,0.009223,-1.08,39.41
all,district_aggregate,2020,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,1195317.49,1270012.01,-0.074695,2.46533,0.63,14.6
all,district_aggregate,2020,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,107611.76,0.0,0.107612,0.107612,1.43,27.69
all,district_aggregate,2020,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 2,0,92962.63,0.0,0.092963,0.092963,5.54,20.66
all,district_aggregate,2020,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,923.78,0.0,0.000924,0.000924,-4.87,-27.05
all,district_aggregate,2020,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,836.34,0.0,0.000836,0.000836,-1.97,-16.8
all,district_aggregate,2020,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 1,0,909.6,0.0,0.00091,0.00091,-2.48,17.93
all,district_aggregate,2020,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 1,0,795.09,0.0,0.000795,0.000795,1.11,-20.19
all,district_aggregate,2020,ld40,LEGISLATIVE DISTRICT 40 - STATE SENATOR,1,1002.33,1337.46,-0.000335,0.00234,1.97,39.12
all,district_aggregate,2020,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,826496.08,309848.69,0.516647,1.136345,0.57,2.33
all,district_aggregate,2020,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,286470.69,139700.32,0.14677,0.426171,-0.69,14.39
all,district_aggregate,2020,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,28391.69,0.0,0.028392,0.028392,-1.77,26.16
all,district_aggregate,2022,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,248.9,0.0,0.000249,0.000249,5.29,41.76
all,district_aggregate,2022,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,11723.26,352.06,0.011371,0.012075,5.28,24.92
all,district_aggregate,2022,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,858.68,26589.85,-0.025731,0.027449,0.47,-26.86
all,district_aggregate,2022,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 2,0,57.9,0.0,5.8e-05,5.8e-05,-3.41,-23.47
all,district_aggregate,2022,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,945663.77,733922.6,0.211741,1.679586,0.64,0.22
all,district_aggregate,2022,ld15,LEGISLATIVE DISTRICT 15 - STATE SENATOR,1,73.51,0.0,7.4e-05,7.4e-05,-6.05,-35.33
all,district_aggregate,2022,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,1105.89,0.0,0.001106,0.001106,-4.62,-37.91
all,district_aggregate,2022,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,320.72,38634.36,-0.038314,0.038955,4.88,-6.46
all,district_aggregate,2022,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,97714.18,150908.34,-0.053194,0.248623,6.86,-4.9
all,district_aggregate,2022,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,625.85,0.0,0.000626,0.000626,-2.14,-24.4
all,district_aggregate,2022,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,418.17,129244.9,-0.128827,0.129663,0.86,34.86
all,district_aggregate,2022,ld22,LEGISLATIVE DISTRICT 22 - STATE REPRESENTATIVE POS. 1,0,25336.33,0.0,0.025336,0.025336,-0.16,31.82
all,district_aggregate,2022,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,204.92,0.0,0.000205,0.000205,-5.17,27.73
all,district_aggregate,2022,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,35126.32,38507.23,-0.003381,0.073634,3.83,13.22
all,district_aggregate,2022,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,189.31,0.0,0.000189,0.000189,-1.17,-11.43
all,district_aggregate,2022,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,1655769.38,1682282.13,-0.026513,3.338052,6.72,-0.99
all,district_aggregate,2022,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,10329.68,0.0,0.01033,0.01033,1.18,43.26
all,district_aggregate,2022,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,76776.59,262454.98,-0.185678,0.339232,2.68,16.42
all,district_aggregate,2022,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,15650.51,9414.74,0.006236,0.025065,-5.28,13.98
all,district_aggregate,2022,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,366049.42,350288.8,0.015761,0.716338,-1.3,10.81
all,district_aggregate,2022,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,10536.55,16.38,0.01052,0.010553,1.74,-20.2
all,district_aggregate,2022,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 2,0,497.81,0.0,0.000498,0.000498,9.96,59.01
all,district_aggregate,2022,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,481.08,55130.1,-0.054649,0.055611,0.1,-18.12
all,district_aggregate,2022,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 1,0,104908.09,213705.35,-0.108797,0.318613,1.76,17.13
all,district_aggregate,2022,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 2,0,54211.44,104280.67,-0.050069,0.158492,1.86,-19.43
all,district_aggregate,2022,ld40,LEGISLATIVE DISTRICT 40 - STATE REPRESENTATIVE POS. 1,0,148719.45,6587.83,0.142132,0.155307,1.55,38.78
all,district_aggregate,2022,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,1783842.51,1006717.13,0.777125,2.79056,-1.61,3.53
all,district_aggregate,2022,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,125334.69,502277.03,-0.376942,0.627612,-6.16,6.63
all,district_aggregate,2022,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,4113.46,0.0,0.004113,0.004113,-0.97,24.13
all,district_aggregate,2024,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,305.96,0.0,0.000306,0.000306,3.95,38.55
all,district_aggregate,2024,ld02,LEGISLATIVE DISTRICT 2 - STATE SENATOR,1,11770.38,127834.88,-0.116065,0.139605,1.8,-26.23
all,district_aggregate,2024,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,20473.32,0.0,0.020473,0.020473,-0.96,17.58
all,district_aggregate,2024,ld04,LEGISLATIVE DISTRICT 4 - STATE SENATOR,1,1713.22,1478.74,0.000234,0.003192,1.99,-28.8
all,district_aggregate,2024,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,1713.22,457.95,0.001255,0.002171,-3.39,-24.73
all,district_aggregate,2024,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 2,0,954.35,2311.0,-0.001357,0.003265,2.05,-41.64
all,district_aggregate,2024,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 2,0,300.97,3546.21,-0.003245,0.003847,-3.78,-41.02
all,district_aggregate,2024,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,1713.22,603.26,0.00111,0.002316,1.43,-29.86
all,district_aggregate,2024,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,1320825.18,1444124.9,-0.1233,2.76495,0.72,6.54
all,district_aggregate,2024,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,1908.7,1293.94,0.000615,0.003203,10.32,-6.62
all,district_aggregate,2024,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,1010394.48,422723.83,0.587671,1.433118,9.67,-8.28
all,district_aggregate,2024,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,2765.31,241.11,0.002524,0.003006,1.27,-29.01
all,district_aggregate,2024,ld17,LEGISLATIVE DISTRICT 17 - STATE SENATOR,1,747938.65,1022541.57,-0.274603,1.77048,3.91,-2.34
all,district_aggregate,2024,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,921092.75,1322378.31,-0.401286,2.243471,-1.51,-11.43
all,district_aggregate,2024,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,849.96,460.85,0.000389,0.001311,2.31,-20.12
all,district_aggregate,2024,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,3890.8,0.0,0.003891,0.003891,-0.34,33.71
all,district_aggregate,2024,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,110276.08,41187.53,0.069089,0.151464,0.64,26.09
all,district_aggregate,2024,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,264084.14,1663.86,0.26242,0.265748,-3.04,10.07
all,district_aggregate,2024,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,361.2,4113.39,-0.003752,0.004475,3.13,-11.88
all,district_aggregate,2024,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,646026.73,258613.77,0.387413,0.90464,3.73,3.66
all,district_aggregate,2024,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,33758.22,0.0,0.033758,0.033758,1.07,43.55
all,district_aggregate,2024,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,80834.88,56021.12,0.024814,0.136856,-0.08,17.04
all,district_aggregate,2024,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,240.8,0.0,0.000241,0.000241,0.89,12.44
all,district_aggregate,2024,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,240.8,32548.06,-0.032307,0.032789,-1.8,-27.38
all,district_aggregate,2024,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,240.8,0.0,0.000241,0.000241,3.91,48.57
all,district_aggregate,2024,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 2,0,120.4,1827.76,-0.001707,0.001948,0.64,-17.31
all,district_aggregate,2024,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 2,0,240.8,0.0,0.000241,0.000241,-0.34,19.11
all,district_aggregate,2024,ld39,LEGISLATIVE DISTRICT 39 - STATE SENATOR,1,120.4,113559.79,-0.113439,0.11368,2.31,-21.22
all,district_aggregate,2024,ld40,LEGISLATIVE DISTRICT 40 - STATE SENATOR,1,1713.22,0.0,0.001713,0.001713,1.34,39.33
all,district_aggregate,2024,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,248659.42,235150.41,0.013509,0.48381,3.61,10.8
all,district_aggregate,2024,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 2,0,240.8,0.0,0.000241,0.000241,-0.08,15.28
all,district_aggregate,2024,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,361.2,0.0,0.000361,0.000361,1.95,27.21
all,race_matched,2018,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,874.83,0.0,0.000875,0.000875,-2.12,36.0
all,race_matched,2018,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 1,0,395.91,0.0,0.000396,0.000396,-2.26,-18.34
all,race_matched,2018,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,676.87,0.0,0.000677,0.000677,-0.1,28.31
all,race_matched,2018,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,676.87,0.0,0.000677,0.000677,0.87,-15.48
all,race_matched,2018,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,6028.04,0.0,0.006028,0.006028,-0.97,-6.91
all,race_matched,2018,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,527.89,243.06,0.000285,0.000771,-4.81,-36.76
all,race_matched,2018,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 1,0,197.96,0.0,0.000198,0.000198,-7.12,-30.56
all,race_matched,2018,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,874.83,0.0,0.000875,0.000875,-5.07,-28.16
all,race_matched,2018,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,742.86,28170.47,-0.027428,0.028913,0.38,-4.32
all,race_matched,2018,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 2,0,461.9,243.06,0.000219,0.000705,-7.17,-27.6
all,race_matched,2018,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,527.89,0.0,0.000528,0.000528,-8.27,-42.68
all,race_matched,2018,ld15,LEGISLATIVE DISTRICT 15 - STATE REPRESENTATIVE POS. 1,0,197.96,0.0,0.000198,0.000198,-4.84,-19.42
all,race_matched,2018,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,4961.9,0.0,0.004962,0.004962,-4.18,-25.17
all,race_matched,2018,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,219983.43,26504.76,0.193479,0.246488,2.94,-1.3
all,race_matched,2018,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,5142.28,1054.76,0.004088,0.006197,-0.12,-11.12
all,race_matched,2018,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,391987.9,186045.86,0.205942,0.578034,-7.96,-0.97
all,race_matched,2018,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,461.9,0.0,0.000462,0.000462,-0.58,-24.04
all,race_matched,2018,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,676.87,0.0,0.000677,0.000677,-6.79,31.52
all,race_matched,2018,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,329.93,11350.38,-0.01102,0.01168,-9.1,16.01
all,race_matched,2018,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,111736.79,83144.46,0.028592,0.194881,-1.34,-1.12
all,race_matched,2018,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,45397.85,16769.0,0.028629,0.062167,-1.72,-3.74
all,race_matched,2018,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,395.91,0.0,0.000396,0.000396,-5.8,42.46
all,race_matched,2018,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,290370.42,0.0,0.29037,0.29037,-6.8,5.64
all,race_matched,2018,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,8721.1,0.0,0.008721,0.008721,-8.11,22.23
all,race_matched,2018,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,23526.03,18655.89,0.00487,0.042182,2.9,6.26
all,race_matched,2018,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,1094.36,0.0,0.001094,0.001094,-5.49,-19.39
all,race_matched,2018,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,461.9,0.0,0.000462,0.000462,-6.81,39.46
all,race_matched,2018,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,395.91,225.89,0.00017,0.000622,-5.75,-15.47
all,race_matched,2018,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 1,0,395.91,0.0,0.000396,0.000396,-2.8,-13.21
all,race_matched,2018,ld40,LEGISLATIVE DISTRICT 40 - STATE REPRESENTATIVE POS. 1,0,23991.83,211.2,0.023781,0.024203,-3.54,34.23
all,race_matched,2018,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,1335.32,30693.67,-0.029358,0.032029,-0.43,-0.11
all,race_matched,2018,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,676.87,0.0,0.000677,0.000677,2.18,14.07
all,race_matched,2020,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,369.5,0.0,0.000369,0.000369,0.28,32.96
all,race_matched,2020,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 2,0,436.51,0.0,0.000437,0.000437,-3.36,-31.41
all,race_matched,2020,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,469.67,0.0,0.00047,0.00047,-1.49,21.15
all,race_matched,2020,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,469.67,0.0,0.00047,0.00047,3.46,-20.79
all,race_matched,2020,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,469.67,0.0,0.00047,0.00047,-0.8,-3.95
